"","MinTemp","MaxTemp","Rainfall","Evaporation","Sunshine","WindSpeed3pm","Humidity3pm","Pressure3pm","Cloud3pm","Temp3pm","RainToday","RainTomorrow"
"65747",11,14.5,0.6,5.2,4,35,52,1016.2,4,13.7,"No","Yes"
"116743",8.8,28.7,0,7.2,12.6,26,35,1019.5,6,26.3,"No","No"
"84170",9.1,23.6,0,3,10,9,49,1020.8,1,22.2,"No","No"
"96982",6.2,23.1,0,5.6,13.6,22,45,1013.3,4,22.3,"No","No"
"12381",6.5,22.8,0,3,2.1,13,26,1016,4,22.6,"No","No"
"83863",13.4,23.4,0.6,6.8,7.1,17,53,1025.5,7,21.4,"No","Yes"
"138200",24.5,33.6,15.6,6.6,6.5,13,52,1005.8,4,33.2,"Yes","No"
"76433",15.7,31.8,0,8,2.2,22,49,1004.7,7,29.4,"No","Yes"
"76874",20.9,25.3,7.2,11.4,0,9,96,1012,8,24.3,"Yes","Yes"
"70931",5.2,18.8,0,3,6.4,20,43,1020.4,7,16.7,"No","No"
"102535",9.5,28.2,0,6.1,10,22,29,1011.5,5,26.6,"No","Yes"
"33779",14.3,16.8,0,4,4.2,20,56,1029,7,15.6,"No","No"
"86311",26.8,36.1,3.4,5.4,5,20,71,997.8,7,31.9,"Yes","No"
"104354",15.6,30.1,0,15.4,11.1,11,16,1017.8,0,28.2,"No","No"
"67786",9.2,14.4,4.8,0.8,7.5,6,62,1006.7,4,13.3,"Yes","No"
"35847",14.5,30.4,0,17,12.9,28,8,1010.9,0,28.5,"No","No"
"77256",13.8,17,0.4,5,4.5,17,46,1010.6,7,16.4,"No","No"
"74881",12.5,16.7,0,3.4,5,22,75,1018.1,8,14.2,"No","No"
"129264",11.1,25.1,0,6.4,3,17,38,1007.7,7,24.6,"No","No"
"134022",24.4,32.7,0,15,12.5,31,23,1002.9,0,31.6,"No","No"
"44511",6.9,18.9,0,4.2,4.1,9,45,1025.4,4,17.8,"No","No"
"33957",22.5,30.3,0,5,6.1,20,52,1014.7,5,28.8,"No","No"
"35635",18.3,26.2,0,6.4,4.4,33,48,1009.1,2,26.1,"No","No"
"119275",14,26.6,0,8,12,24,52,1014.6,0,23.5,"No","No"
"71153",9.5,22.6,0,3.6,7.8,24,35,1016.9,1,22.4,"No","Yes"
"133212",6.3,26.9,0,23.4,12.3,28,5,1019.4,0,26.4,"No","No"
"22131",14.4,21.1,6,5.4,4.6,26,65,1009.5,6,19.3,"Yes","No"
"21701",21,25.2,0,4.4,5.6,26,80,1015.2,6,23.4,"No","No"
"60866",14.7,22.1,0.6,4.8,10.2,26,59,1017.2,5,20.6,"No","No"
"85038",21.1,27.7,3.6,2.6,5.2,22,61,1015.7,6,25.9,"Yes","No"
